Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2Gl0FzuLxflY6nPifJp5Dr,"23fqKkggKUBHNkbKtXEls4,0X2BH1fck6amBIoJhDVmmJ","First Time","First Time","Kygo,Ellie Goulding",2017-04-28,193511,67,spotify:user:,2021-01-28T14:51:29Z,"edm,pop,pop dance,tropical house,dance pop,electropop,indietronica,metropopolis,uk pop",0.633,0.592,0,-7.245,0,0.112,0.197,0,0.099,0.679,90.066,4
42ydLwx4i5V49RXHOozJZq,"2wUjUUtkb5lvLKcGKsKqsR","Scars To Your Beautiful","Know-It-All (Deluxe)","Alessia Cara",2016-03-11,230226,81,spotify:user:,2021-01-28T14:51:29Z,"canadian contemporary r&b,canadian pop,dance pop,electropop,pop,post-teen pop",0.319,0.739,0,-5.74,1,0.272,0.0285,0,0.111,0.449,194.169,4
0NiXXAI876aGImAd6rTj8w,"1HBjj22wzbscIZ9sEb5dyf,5exS0bytCYdixgv02DaCm3","Mama","Jonas Blue: Electronic Nature - The Mix 2017","Jonas Blue,William Singe",2017-07-14,181614,54,spotify:user:,2021-01-28T14:51:29Z,"dance pop,edm,pop,pop dance,tropical house,uk dance,chill r&b,pop r&b,r&b,urban contemporary",0.739,0.792,11,-4.256,0,0.0418,0.091,0,0.0516,0.547,104.016,4
1louJpMmzEicAn7lzDalPW,"7DMveApC7UnC2NPfPvlHSU,6S2OmqARrzebs0tKUEyXyp","No Promises (feat. Demi Lovato)","No Promises (feat. Demi Lovato)","Cheat Codes,Demi Lovato",2017-03-31,223503,71,spotify:user:,2021-01-28T14:51:29Z,"dance pop,edm,electro house,electropop,pop,pop dance,tropical house,post-teen pop",0.741,0.667,10,-5.445,1,0.134,0.0575,0,0.106,0.595,112.956,4
6kex4EBAj0WHXDKZMEJaaF,"07YZf4WDAMNwqr4jfgOZ8y,0hCNtLu0JehylgoiP8L4Gh,7c0XG5cIJTrrAgEC3ULPiq","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo,Nicki Minaj,Ty Dolla $ign",2017-02-23,216408,77,spotify:user:,2021-01-28T14:51:29Z,"dance pop,pop,pop rap,post-teen pop,hip pop,queens hip hop,hip hop,r&b,southern hip hop,trap,trap soul",0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,4
0pSBuHjILhNEo55xK1zrRt,"27mFvqQj8KpjmdKIqcw1mG","Rolex","Rolex","Ayo & Teo",2017-03-15,238586,72,spotify:user:,2021-01-28T14:51:29Z,"social media pop,trap",0.804,0.886,1,-2.512,1,0.04,0.0837,0,0.266,0.789,144.946,4
5uCax9HTNlzGybIStD3vDh,"4IWBUUAFIplrNtaOHcJPRM","Say You Won't Let Go","Back from the Edge","James Arthur",2016-10-28,211466,86,spotify:user:,2021-01-28T14:51:29Z,"pop,talent show,uk pop",0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4
0Zbbxnx4SGGHoIow4PpISP,"23fqKkggKUBHNkbKtXEls4,1QDrz3DMMaz3TB1cm0PGDu","Stargazing","Stargazing - EP","Kygo,Justin Jesso",2017-09-21,236853,71,spotify:user:,2021-01-28T14:51:29Z,"edm,pop,pop dance,tropical house,uk pop",0.677,0.497,5,-5.763,1,0.0809,0.152,0,0.0911,0.419,99.137,4
5Z3GHaZ6ec9bsiI5BenrbY,"6LuN9FCkKOj5PcnpouEgny","Young Dumb & Broke","American Teen","Khalid",2017-04-27,202546,82,spotify:user:,2021-01-28T14:51:29Z,"pop,pop r&b",0.799,0.539,1,-6.351,1,0.0421,0.199,0.0000166,0.165,0.394,136.948,4
5q5gzmbBS5yQzos2BvVr1t,"0bdfiayQAKewqEvaU6rXCv","Nights With You","Nights With You","MØ",2017-04-21,197494,59,spotify:user:,2021-06-25T07:48:12Z,"art pop,dance pop,danish pop,electropop,pop,tropical house",0.763,0.671,1,-4.029,0,0.1,0.401,0.0000116,0.375,0.602,120.06,4
71xBBa1fydRkvDpx6pUumx,"6n28c9qs9hNGriNa72b26u","Chameleon","Chameleon","PNAU",2017-03-31,198320,46,spotify:user:,2021-01-28T14:51:29Z,"alternative dance,aussietronica,australian dance,australian electropop",0.563,0.938,4,-3.194,1,0.0649,0.002,0.000377,0.314,0.196,119.857,4
6QgjcU0zLnzq5OrUoSZ3OK,"4kI8Ie27vjvonwaB2ePh8T","Feel It Still","Woodstock","Portugal. The Man",2017-06-16,163253,79,spotify:user:,2021-01-28T14:51:29Z,"indie rock,modern alternative rock,modern rock,rock",0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,4
2EEeOnHehOozLq4aS0n6SL,"4qBgvVog0wzW75IQ48mU7v,6icQOAFXDZKsumw3YXyusw","iSpy (feat. Lil Yachty)","iSpy (feat. Lil Yachty)","KYLE,Lil Yachty",2016-12-02,253106,75,spotify:user:,2021-01-28T14:51:29Z,"pop,pop rap,rap,social media pop,atl hip hop,hip hop,melodic rap,trap,viral rap",0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,4
7KOlJ92bu51cltsD9KU5I7,"6oMuImdp5ZcFhWP0ESe6mG","T-Shirt","Culture","Migos",2017-01-27,242407,69,spotify:user:,2021-01-28T14:51:29Z,"atl hip hop,hip hop,pop rap,rap,trap",0.865,0.687,10,-3.744,0,0.217,0.242,0,0.158,0.486,139.023,4
3EfugazgSddQvzZpkof5I4,"1zNqDE7qDGCsyzJwohVaoX","Ciao Adios","Ciao Adios","Anne-Marie",2017-02-10,200104,60,spotify:user:,2021-01-28T14:51:29Z,"dance pop,pop,pop dance,post-teen pop,tropical house,uk pop",0.698,0.882,4,-3.078,0,0.0863,0.127,0,0.15,0.445,106.083,4
4knL4iPxPOZjQzTUlELGSY,"6Ha4aES39QiVjR0L2lwuwq,0hCNtLu0JehylgoiP8L4Gh","Rake It Up (feat. Nicki Minaj)","I Still Am","Yo Gotti,Nicki Minaj",2017-10-27,276333,71,spotify:user:,2021-01-28T14:51:29Z,"dirty south rap,gangster rap,hip hop,memphis hip hop,pop rap,rap,southern hip hop,tennessee hip hop,trap,dance pop,hip pop,pop,queens hip hop",0.91,0.444,1,-8.126,0,0.344,0.022,0,0.137,0.53,149.953,4
7dOeiXeTSfA1ixaYmQcWu7,"5Pwc4xIPtQLFEnJriah9YJ,5iNrZmtVMtYev5M9yoWpEq","Rich Love (with Seeb)","Rich Love","OneRepublic,Seeb",2017-07-14,201256,67,spotify:user:,2021-01-28T14:51:29Z,"dance pop,piano rock,pop,pop rock,edm,electro house,norwegian pop,pop dance,pop edm,tropical house",0.401,0.872,1,-3.641,0,0.314,0.167,0,0.362,0.472,104.592,4
00lNx0OcTJrS3MKHcB80HY,"4Q6nIcaBED8qUel8bBx6Cr,5KKpBU5eC2tJDzf0wmlRp2","You Don't Know Me - Radio Edit","You Don't Know Me","Jax Jones,RAYE",2016-12-09,213946,0,spotify:user:,2021-01-28T14:51:29Z,"dance pop,edm,electro house,house,pop,pop dance,pop rap,tropical house,uk dance,post-teen pop,uk contemporary r&b,uk pop",0.876,0.669,11,-6.054,0,0.138,0.163,0,0.185,0.682,124.007,4
